experiment,exp_type,error,time
0,linear,0.73877170657078,31.9339079856873
1,linear,0.7140082738657733,33.4945919513702
2,linear,0.7204227321202175,46.2444381713867
3,linear,0.7511164662114415,37.984041929245
4,linear,0.7917012314933751,38.7942049503326
