experiment,exp_type,error,time
0,catboost,1.8405171701562844,101.370888948441
1,catboost,1.86398932975272,113.035356044769
2,catboost,1.823457747816105,27.989364862442
3,catboost,1.81649282735394,112.411985874176
4,catboost,1.9047344089386355,110.914710998535
