experiment,exp_type,error,time
0,gpboost_excl,0.008982892943312882,120.342388868332
1,gpboost_excl,0.008886997808182947,172.759526968002
2,gpboost_excl,0.008878228325013752,47.0246078968048
3,gpboost_excl,0.008757831994321025,194.013967990875
4,gpboost_excl,0.009176726988374375,60.5970840454102
