experiment,exp_type,error,time
0,gpboost,0.009167587471273731,0.520153999328613
1,gpboost,0.008296469612853534,1.7566089630127
2,gpboost,0.009128168339388643,1.65574598312378
3,gpboost,0.009364403713653992,1.74559116363525
4,gpboost,0.007907553954191366,1.59105610847473
