experiment,exp_type,error,time
0,catboost,0.13855288578325844,18.0308678150177
1,catboost,0.13131271482068127,19.9047710895538
2,catboost,0.1225461796868679,15.7738211154938
3,catboost,0.1285553391938546,14.1909000873566
4,catboost,0.13387402110481922,15.8524520397186
