experiment,exp_type,error,time
0,boost_cont,0.01384661370164382,0.17595100402832
1,boost_cont,0.009994009757905717,2.09225511550903
2,boost_cont,0.010834193544330933,3.26260805130005
3,boost_cont,0.014215533712728939,0.799929141998291
4,boost_cont,0.013276727381915937,0.255035877227783
