experiment,exp_type,error,time
0,gpboost_excl,0.879628186002624,27.0928881168365
1,gpboost_excl,0.9027574569141716,195.882852077484
2,gpboost_excl,0.8528517724126708,222.766959190369
3,gpboost_excl,0.8894755093961264,27.31906914711
4,gpboost_excl,0.89004501576391,75.7670929431915
