experiment,exp_type,error,time
0,linear,0.011381104053024064,110.561131000519
1,linear,0.0109785962278709,99.7543640136719
2,linear,0.010849050584531814,96.7134931087494
3,linear,0.011129499306002112,93.7493181228638
4,linear,0.01121022199141076,94.7199211120605
