experiment,exp_type,error,time
0,gpboost_incl,0.08005132547390283,31.4631588459015
1,gpboost_incl,0.07870362262863359,49.5901498794556
2,gpboost_incl,0.08073735284071569,35.074695110321
3,gpboost_incl,0.08944084447929158,17.3441848754883
4,gpboost_incl,0.08621500636523854,66.2773430347443
