experiment,exp_type,error,time
0,catboost,0.008676363554891325,7.29722023010254
1,catboost,0.00851473798326428,7.34038615226746
2,catboost,0.008514966357287527,6.0515558719635
3,catboost,0.008399357511051656,6.8194408416748
4,catboost,0.008446459878482358,7.81931805610657
