experiment,exp_type,error,time
0,boost_cat,1.3406479319896627,4.51974701881409
1,boost_cat,1.299884410272461,4.95859885215759
2,boost_cat,1.1882816773409297,11.6091639995575
3,boost_cat,1.2296049165811334,11.5005400180817
4,boost_cat,1.243034992175746,11.7647159099579
