experiment,exp_type,error,time
0,gpboost_excl,0.009349474228127982,0.77375316619873
1,gpboost_excl,0.008773497078031389,0.694021940231323
2,gpboost_excl,0.009460984185564143,0.933220863342285
3,gpboost_excl,0.009556719485497397,1.67542314529419
4,gpboost_excl,0.008362613205268756,2.70951414108276
