experiment,exp_type,error,time
0,gpboost_incl,0.009167587471273731,0.601593971252441
1,gpboost_incl,0.008296469612853534,2.01988506317139
2,gpboost_incl,0.009128168339389831,3.04898381233215
3,gpboost_incl,0.009364403713656622,3.42596387863159
4,gpboost_incl,0.007907553954191366,4.32358002662659
