experiment,exp_type,error,time
0,gpboost,0.13269542151095384,15.1330718994141
1,gpboost,0.12451800597448413,25.5550079345703
2,gpboost,0.11641867044924102,15.2751169204712
3,gpboost,0.1230321507631512,6.80179309844971
4,gpboost,0.12667226917302588,9.13756608963013
