experiment,exp_type,error,time
0,linear,1.01452591250341,182.810869932175
1,linear,1.0317427653236264,181.486105918884
2,linear,0.9892793354314662,176.25662612915
3,linear,1.025919034240811,186.854168891907
4,linear,1.0177272039447542,186.243021011353
