experiment,exp_type,error,time
0,boost_cat,1.8997041156412566,1.2845618724823
1,boost_cat,1.9084277623341945,1.38837194442749
2,boost_cat,1.8919256532611868,0.789633989334106
3,boost_cat,1.8357717000726372,0.759424924850464
4,boost_cat,1.9207911062366405,0.860627889633179
