experiment,exp_type,error,time
0,gpboost_incl,0.8421230166240028,316.991751194
1,gpboost_incl,0.8705054840724189,280.206794977188
2,gpboost_incl,0.8227281446199651,356.114577054977
3,gpboost_incl,0.8615276694943002,111.187733888626
4,gpboost_incl,0.8517512320999221,317.665824890137
