experiment,exp_type,error,time
0,boost_cat,0.13933175162831923,4.8578519821167
1,boost_cat,0.13226626600140062,5.64706707000732
2,boost_cat,0.12178719542245406,6.41601300239563
3,boost_cat,0.13017257964505405,5.82895517349243
4,boost_cat,0.13285713170909755,9.29418897628784
