experiment,exp_type,error,time
0,linear,0.1625814165872768,1.66170907020569
1,linear,0.556477749453978,2.17921900749207
2,linear,0.2104591815703645,1.86313009262085
3,linear,0.14930258042542902,2.40549492835999
4,linear,0.2634305403271998,1.56207799911499
