experiment,exp_type,error,time
0,catboost,2.2101551706803777,3.1100389957428
1,catboost,2.2222550828926684,2.82296514511108
2,catboost,2.0349433616335184,40.954293012619
3,catboost,2.2354995252470613,4.74330115318298
4,catboost,2.0229306160401817,36.9386291503906
