experiment,exp_type,error,time
0,boost_cat,0.9473019351477785,2.12457394599915
1,boost_cat,0.9621169697490639,1.61195707321167
2,boost_cat,0.9287057526496704,1.83004903793335
3,boost_cat,0.9683038042837032,1.68062806129456
4,boost_cat,0.9631931257736038,1.84187507629395
